ID,Scenario,alt,chosen,RC,OC,DR,CT,P1,P2,P1_V,P2_V,Freq_p_week,Dis_p_day,AT2,experience_months
R_9S0mNPfcIyY4nnP,R2.3r,3,0,1900, ,550,10,0.5,0.5,10,18,6,225,4,156
R_eKcEcTA2rYiiWbv,R2.2s,1,1,1800,26,850,6.5,,,,,6,225,4,156
R_eKcEcTA2rYiiWbv,R2.2s,3,0,1900, ,600,9,0.3,0.7,11,15,6,225,4,156
R_eKcEcTA2rYiiWbv,R2.2r,1,1,1800,26,850,6.5,,,,,6,225,4,156
R_eKcEcTA2rYiiWbv,R2.2r,3,0,1900, ,600,9,0.3,0.7,9,17,6,225,4,156
R_2VNNhBGehdonbZz,R1.3s,1,1,2100,41,600,9,,,,,6,225,3,300
R_2VNNhBGehdonbZz,R1.3s,3,0,2400, ,350,15.5,0.5,0.5,12,16,6,225,3,300
R_2VNNhBGehdonbZz,R1.3r,1,1,2100,41,600,9,,,,,6,225,3,300
R_2VNNhBGehdonbZz,R1.3r,3,0,2400, ,350,15.5,0.5,0.5,10,18,6,225,3,300
R_1QxRa8toRQSeS9H,R2.5s,1,1,2100,35,550,8,,,,,5,225,4,42
R_1QxRa8toRQSeS9H,R2.5s,3,0,2200, ,400,11.5,0.9,0.1,16,20,5,225,4,42
R_1QxRa8toRQSeS9H,R2.5r,1,0,2100,35,550,8,,,,,5,225,4,42
R_1QxRa8toRQSeS9H,R2.5r,3,1,2200, ,400,11.5,0.9,0.1,14,22,5,225,4,42
R_2WU5z5Gvih7fF4y,R2.4s,1,0,1800,51,700,13,,,,,7,325,4,42
R_2WU5z5Gvih7fF4y,R2.4s,3,1,1900, ,500,18,0.7,0.3,24,28,7,325,4,42
R_2WU5z5Gvih7fF4y,R2.4r,1,0,1800,51,700,13,,,,,7,325,4,42
R_2WU5z5Gvih7fF4y,R2.4r,3,1,1900, ,500,18,0.7,0.3,22,30,7,325,4,42
R_3gLTaBYqzmNDOJF,R2.3s,1,0,1800,43,700,11,,,,,7,275,3,42
R_3gLTaBYqzmNDOJF,R2.3s,3,1,1900, ,500,15.5,0.5,0.5,20,24,7,275,3,42
R_3gLTaBYqzmNDOJF,R2.3r,1,0,1800,43,700,11,,,,,7,275,3,42
R_3gLTaBYqzmNDOJF,R2.3r,3,1,1900, ,500,15.5,0.5,0.5,18,26,7,275,3,42
R_DU0d0u36ot5BLGh,R2.2s,1,0,1800,51,700,13,,,,,7,325,3,156
R_DU0d0u36ot5BLGh,R2.2s,3,1,1900, ,500,18,0.3,0.7,24,28,7,325,3,156
R_DU0d0u36ot5BLGh,R2.2r,1,0,1800,51,700,13,,,,,7,325,3,156
R_DU0d0u36ot5BLGh,R2.2r,3,1,1900, ,500,18,0.3,0.7,22,30,7,325,3,156
R_2ccFjE8sefA9Doe,R2.4s,1,0,2100,34,600,10.5,,,,,7,225,4,54
R_2ccFjE8sefA9Doe,R2.4s,3,1,2200, ,400,16,0.7,0.3,15,19,7,225,4,54
R_2ccFjE8sefA9Doe,R2.4r,1,1,2100,34,600,10.5,,,,,7,225,4,54
R_2ccFjE8sefA9Doe,R2.4r,3,0,2200, ,400,16,0.7,0.3,13,21,7,225,4,54
R_1F4CTu4uiFYPg4V,R2.1s,1,0,2100,73,700,17,,,,,7,425,4,18
R_1F4CTu4uiFYPg4V,R2.1s,3,1,2200, ,500,24,0.1,0.9,35,39,7,425,4,18
R_1F4CTu4uiFYPg4V,R2.1r,1,0,2100,73,700,17,,,,,7,425,4,18
R_1F4CTu4uiFYPg4V,R2.1r,3,1,2200, ,500,24,0.1,0.9,33,41,7,425,4,18
R_3Ey7mI0EngfhoWa,R2.1s,1,0,1800,43,700,9.5,,,,,6,275,3,42
R_3Ey7mI0EngfhoWa,R2.1s,3,1,1900, ,500,13,0.1,0.9,20,24,6,275,3,42
R_3Ey7mI0EngfhoWa,R2.1r,1,0,1800,43,700,9.5,,,,,6,275,3,42
R_3Ey7mI0EngfhoWa,R2.1r,3,1,1900, ,500,13,0.1,0.9,18,26,6,275,3,42
R_af3f82vo74lpXbz,R1.1s,1,0,2100,41,550,10,,,,,6,225,3,30
R_af3f82vo74lpXbz,R1.1s,3,1,2300, ,350,15.5,0.1,0.9,12,16,6,225,3,30
R_af3f82vo74lpXbz,R1.1r,1,1,2100,41,550,10,,,,,6,225,3,30
R_af3f82vo74lpXbz,R1.1r,3,0,2300, ,350,15.5,0.1,0.9,10,18,6,225,3,30
R_2X5tnSiTLf4FqVp,R1.5s,1,1,1800,40,750,9,,,,,6,275,4,30
R_2X5tnSiTLf4FqVp,R1.5s,3,0,2000, ,450,14.5,0.9,0.1,15,19,6,275,4,30
R_2X5tnSiTLf4FqVp,R1.5r,1,1,1800,40,750,9,,,,,6,275,4,30
R_2X5tnSiTLf4FqVp,R1.5r,3,0,2000, ,450,14.5,0.9,0.1,13,21,6,275,4,30
R_BVOBwGYfS2lgj2F,R2.3s,1,1,2100,46,600,13,,,,,7,275,4,156
R_BVOBwGYfS2lgj2F,R2.3s,3,0,2200, ,400,19.5,0.5,0.5,21,25,7,275,4,156
R_BVOBwGYfS2lgj2F,R2.3r,1,1,2100,46,600,13,,,,,7,275,4,156
R_BVOBwGYfS2lgj2F,R2.3r,3,0,2200, ,400,19.5,0.5,0.5,19,27,7,275,4,156
R_xGlaxfVB8Z156zD,R1.4s,1,0,2100,38,600,9,,,,,6,225,4,96
R_xGlaxfVB8Z156zD,R1.4s,3,1,2400, ,350,15.5,0.7,0.3,12,16,6,225,4,96
R_xGlaxfVB8Z156zD,R1.4r,1,0,2100,38,600,9,,,,,6,225,4,96
R_xGlaxfVB8Z156zD,R1.4r,3,1,2400, ,350,15.5,0.7,0.3,10,18,6,225,4,96
R_1mrRNeg5c7sLslV,R2.5s,1,0,1800,47,650,12,,,,,7,275,3,54
R_1mrRNeg5c7sLslV,R2.5s,3,1,1900, ,450,17,0.9,0.1,22,26,7,275,3,54
R_1mrRNeg5c7sLslV,R2.5r,1,0,1800,47,650,12,,,,,7,275,3,54
R_1mrRNeg5c7sLslV,R2.5r,3,1,1900, ,450,17,0.9,0.1,20,28,7,275,3,54
R_1iezLp7wI4NBtHv,R2.2s,1,1,2400,35,650,8.5,,,,,6,225,3,276
R_1iezLp7wI4NBtHv,R2.2s,3,0,2500, ,450,12,0.3,0.7,16,20,6,225,3,276
R_1iezLp7wI4NBtHv,R2.2r,1,1,2400,35,650,8.5,,,,,6,225,3,276
R_1iezLp7wI4NBtHv,R2.2r,3,0,2500, ,450,12,0.3,0.7,14,22,6,225,3,276
R_1OoyMgQAwaLyqx4,R2.4s,1,1,3000,40,700,13,,,,,7,325,4,54
R_1OoyMgQAwaLyqx4,R2.4s,3,0,3150, ,500,18,0.7,0.3,18,22,7,325,4,54
R_1OoyMgQAwaLyqx4,R2.4r,1,1,3000,40,700,13,,,,,7,325,4,54
R_1OoyMgQAwaLyqx4,R2.4r,3,0,3150, ,500,18,0.7,0.3,16,24,7,325,4,54
R_31NSMgHBfFb4ucH,R2.2s,1,1,3000,50,600,13,,,,,7,275,4,300
R_31NSMgHBfFb4ucH,R2.2s,3,0,3150, ,400,19.5,0.3,0.7,23,27,7,275,4,300
R_31NSMgHBfFb4ucH,R2.2r,1,1,3000,50,600,13,,,,,7,275,4,300
R_31NSMgHBfFb4ucH,R2.2r,3,0,3150, ,400,19.5,0.3,0.7,21,29,7,275,4,300
R_sRwCkq2S5G29oGt,R1.3s,1,0,1800,32,600,7,,,,,6,175,3,18
R_sRwCkq2S5G29oGt,R1.3s,3,1,2000, ,350,12,0.5,0.5,9,13,6,175,3,18
R_sRwCkq2S5G29oGt,R1.3r,1,0,1800,32,600,7,,,,,6,175,3,18
R_sRwCkq2S5G29oGt,R1.3r,3,1,2000, ,350,12,0.5,0.5,7,15,6,175,3,18
R_2aIzlyrSySohziM,R2.1s,1,0,1800,56,800,13,,,,,7,375,2,30
R_2aIzlyrSySohziM,R2.1s,3,1,1900, ,550,19,0.1,0.9,26,30,7,375,2,30
R_2aIzlyrSySohziM,R2.1r,1,0,1800,56,800,13,,,,,7,375,2,30
R_2aIzlyrSySohziM,R2.1r,3,1,1900, ,550,19,0.1,0.9,24,32,7,375,2,30
R_1N98eaAakOB0Cce,R2.5s,1,0,1800,59,700,15,,,,,7,375,4,30
R_1N98eaAakOB0Cce,R2.5s,3,1,1900, ,500,21,0.9,0.1,28,32,7,375,4,30
R_1N98eaAakOB0Cce,R2.5r,1,0,1800,59,700,15,,,,,7,375,4,30
R_1N98eaAakOB0Cce,R2.5r,3,1,1900, ,500,21,0.9,0.1,26,34,7,375,4,30
R_sLpr4guzmP5ixvr,R2.4s,1,0,2100,60,750,14,,,,,7,375,4,30
R_sLpr4guzmP5ixvr,R2.4s,3,1,2200, ,550,19,0.7,0.3,28,32,7,375,4,30
R_sLpr4guzmP5ixvr,R2.4r,1,0,2100,60,750,14,,,,,7,375,4,30
R_sLpr4guzmP5ixvr,R2.4r,3,1,2200, ,550,19,0.7,0.3,26,34,7,375,4,30
